"[run number]","wolf-gain-from-food","fix-initialization?","move-one-sheep?","hunt-wolves?","l10-too-many-sheep","initialization-seed","show-energy?","wolf-reproduce","initial-number-wolves","initial-number-sheep","model-version","sheep-gain-from-food","grass-regrowth-time","max-sheep","sheep-reproduce","[step]","count sheep","count wolves","mn-sheep","mx-sheep","mn-wolves","mx-wolves","ticks"
"1","20","true","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","379","51966","0","10","51966","0","384","379"
"1","20","true","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","416","51521","0","3","51521","0","572","416"
"1","20","true","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","145","0","355","0","594","49","636","145"
"1","20","true","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","496","0","47240","0","343338","2","47240","496"
"1","20","true","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","381","51221","0","18","51221","0","345","381"
"1","20","true","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","393","51035","0","10","51035","0","393","393"
"1","20","true","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","403","50626","0","5","50626","0","458","403"
"1","20","true","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","477","51612","0","1","51612","0","677","477"
"1","20","true","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","150","0","290","0","681","43","697","150"
"1","20","true","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","399","50999","0","5","50999","0","576","399"
"1","20","true","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","402","0","3671","0","14159","1","3671","402"
"1","20","true","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","403","51564","0","4","51564","0","431","403"
"1","20","true","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","388","51840","0","7","51840","0","507","388"
"1","20","true","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","395","50156","0","7","50156","0","546","395"
"1","20","true","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","417","51850","0","2","51850","0","591","417"
"1","20","true","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","390","51644","0","3","51644","0","504","390"
"1","20","true","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","424","51130","0","2","51130","0","572","424"
"1","20","true","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","513","0","307325","0","2325252","1","307325","513"
"1","20","true","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","150","0","125","0","553","42","513","150"
"1","20","true","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","408","51214","0","5","51214","0","580","408"
"1","20","true","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","414","51520","0","5","51520","0","476","414"
"1","20","true","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","405","51256","0","7","51256","0","490","405"
"1","20","true","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","412","50411","0","4","50411","0","579","412"
"1","20","true","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","391","50771","0","4","50771","0","534","391"
"1","20","true","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","431","51526","0","2","51526","0","524","431"
"1","20","true","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","419","51182","0","5","51182","0","588","419"
"1","20","true","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","437","51916","0","3","51916","0","554","437"
"1","20","true","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","364","0","2490","0","6461","2","2490","364"
"1","20","true","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","433","51542","0","3","51542","0","524","433"
"1","20","true","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","419","51055","0","3","51055","0","457","419"
"1","20","true","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","409","50558","0","2","50558","0","461","409"
"1","20","true","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","431","51061","0","2","51061","0","547","431"
"1","20","true","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","418","51336","0","3","51336","0","485","418"
"1","20","true","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","397","0","3015","0","11422","1","3015","397"
"1","20","true","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","369","0","2038","0","3117","7","2038","369"
"1","20","true","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","428","51880","0","2","51880","0","552","428"
"1","20","true","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","355","0","2140","0","3832","3","2140","355"
