"[run number]","wolf-gain-from-food","fix-initialization?","move-one-sheep?","hunt-wolves?","l10-too-many-sheep","initialization-seed","show-energy?","wolf-reproduce","initial-number-wolves","initial-number-sheep","model-version","sheep-gain-from-food","grass-regrowth-time","max-sheep","sheep-reproduce","[step]","count sheep","count wolves","mn-sheep","mx-sheep","mn-wolves","mx-wolves","ticks"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","422","0","4005","0","17349","1","4005","422"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","440","51378","0","3","51378","0","513","440"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","144","0","353","0","623","33","636","144"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","383","51260","0","9","51260","0","487","383"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","403","50842","0","12","50842","0","446","403"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","398","0","3078","0","12469","1","3078","398"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","511","50138","0","1","50138","0","614","511"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","153","0","199","0","598","35","670","153"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","170","0","232","0","691","27","699","170"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","428","50631","0","1","50631","0","474","428"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","169","0","122","0","561","29","553","169"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","374","0","2577","0","8197","2","2577","374"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","391","50787","0","10","50787","0","435","391"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","394","51732","0","7","51732","0","478","394"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","475","50962","0","1","50962","0","719","475"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","410","50764","0","6","50764","0","503","410"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","374","0","2005","0","3732","1","2005","374"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","421","50698","0","6","50698","0","421","421"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","420","50271","0","3","50271","0","502","420"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","437","51615","0","2","51615","0","504","437"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","511","50846","0","1","50846","0","617","511"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","139","0","444","0","627","35","657","139"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","420","0","6464","0","31194","2","6464","420"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","434","51802","0","2","51802","0","563","434"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","152","0","211","0","594","33","614","152"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","390","51625","0","3","51625","0","447","390"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","417","51282","0","3","51282","0","478","417"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","149","0","199","0","504","36","527","149"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","502","51895","0","2","51895","0","568","502"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","416","50486","0","4","50486","0","513","416"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","390","0","2085","0","4623","1","2085","390"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","373","50466","0","7","50466","0","490","373"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","414","0","1603","0","2165","1","1603","414"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","478","50342","0","1","50342","0","642","478"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","432","51938","0","1","51938","0","643","432"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","345","0","1291","0","1487","3","1300","345"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","427","52011","0","1","52011","0","567","427"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","131","0","637","0","665","22","688","131"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","437","50924","0","1","50924","0","501","437"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","449","51680","0","1","51680","0","488","449"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","390","51721","0","11","51721","0","382","390"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","430","50673","0","1","50673","0","563","430"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","414","51188","0","5","51188","0","466","414"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","148","0","301","0","611","42","652","148"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","158","0","193","0","615","36","655","158"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","149","0","653","0","845","23","843","149"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","322","0","1138","0","1371","11","1139","322"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","163","0","155","0","511","38","485","163"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","165","0","69","0","539","44","551","165"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","167","0","119","0","626","34","663","167"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","158","0","155","0","600","46","573","158"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","464","50830","0","1","50830","0","551","464"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","379","50193","0","9","50193","0","425","379"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","433","51922","0","1","51922","0","519","433"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","368","50646","0","8","50646","0","424","368"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","141","0","513","0","729","32","699","141"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","414","50940","0","7","50940","0","471","414"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","402","50488","0","6","50488","0","512","402"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","153","0","169","0","604","28","634","153"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","139","0","531","0","656","32","665","139"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","431","50921","0","1","50921","0","607","431"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","397","51843","0","11","51843","0","415","397"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","581","0","823987","0","6183204","1","823987","581"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","163","0","188","0","791","30","771","163"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","380","50949","0","8","50949","0","543","380"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","367","0","2423","0","5585","5","2423","367"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","422","51754","0","1","51754","0","550","422"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","352","0","1264","0","1378","7","1264","352"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","438","50113","0","3","50113","0","590","438"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","154","0","313","0","767","30","737","154"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","522","51220","0","1","51220","0","617","522"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","423","50962","0","1","50962","0","738","423"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","401","0","2538","0","7897","1","2538","401"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","405","50276","0","4","50276","0","464","405"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","157","0","181","0","615","34","623","157"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","161","0","183","0","489","43","521","161"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","407","51792","0","2","51792","0","500","407"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","146","0","692","0","901","28","889","146"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","410","50585","0","3","50585","0","536","410"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","382","50606","0","10","50606","0","375","382"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","428","51059","0","4","51059","0","627","428"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","397","50453","0","4","50453","0","510","397"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","169","0","68","0","563","40","524","169"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","419","50541","0","6","50541","0","573","419"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","404","51727","0","2","51727","0","633","404"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","153","0","248","0","696","39","735","153"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","377","51291","0","12","51291","0","411","377"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","417","51236","0","3","51236","0","403","417"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","416","51152","0","3","51152","0","509","416"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","151","0","567","0","848","33","818","151"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","417","51815","0","1","51815","0","525","417"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","394","51442","0","7","51442","0","530","394"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","141","0","579","0","697","34","670","141"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","393","51359","0","6","51359","0","490","393"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","418","50400","0","3","50400","0","399","418"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","152","0","258","0","717","31","683","152"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","168","0","59","0","654","32","611","168"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","486","50197","0","1","50197","0","571","486"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","425","51419","0","3","51419","0","693","425"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","156","0","74","0","528","42","501","156"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","152","0","392","0","771","30","747","152"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","420","50153","0","1","50153","0","601","420"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","152","0","200","0","680","28","652","152"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","145","0","607","0","786","24","783","145"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","416","51239","0","2","51239","0","580","416"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","346","0","838","0","1074","12","1011","346"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","456","51037","0","1","51037","0","658","456"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","436","51319","0","3","51319","0","452","436"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","172","0","74","0","561","35","569","172"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","398","0","2770","0","8379","2","2770","398"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","377","51856","0","8","51856","0","490","377"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","157","0","244","0","598","28","619","157"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","196","0","25","0","600","25","551","196"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","343","0","411","0","896","13","893","343"
"1","20","false","false","false","7","123456789","false","5","50","100","sheep-wolves","4","30","50000","4","159","0","105","0","547","42","546","159"
